# CONCEPTICON
# Created by: QLC Research Group (M. Cysouw, V. Kirchhoff, S. Nicolai, N.  Müller, J.-M. List [rearrange and modify this order, I put me as last person, since I didn't do quite much, not to indicate that I'm some kind of a leader in this project])
# Created on: 2014-05-06 13:04
# Contact: <whatemailtousehere?>
OMEGA_WIKI	GLOSS	WOLD	POS
5670	coffee	23.91	Noun
7668	license	23.99901	Noun
6480	be	24.01	Verb
949323	become	24.02	Verb
6166	without	24.03	Function word
5844	with	24.04	Function word
1172828	through	24.05	Function word
5495	not	24.06	Function word
5458	this	24.07	Function word
1149393	that	24.08	Function word
1287831	here	24.09	Function word
858309	there	24.1	Function word
1406403	other	24.11	Function word
5875	next	24.12	Function word
1407061	same	24.13	Function word
333997	nothing	24.14	Function word
6464	and	24.99901	Function word
6488	but	24.99901	Function word
6490	can	24.99902	Function word
5581	hey!	24.99904	Function word
431335	let	24.99906	Function word
340905	neither	24.99908	Function word
1468363	nor	24.99909	Function word
6335	someone	24.9991	Function word
1360510	then	24.99912	Function word
352331	they	24.99913	Function word
5455	we	24.99914	Function word
338249	which	24.99917	Function word
6454	swell	0.1	-
384870	berry	0.2	-
6025	fear	0.3	-
5523	rain	0.4	-
6005	lie	12.14	Verb
7019	fifty	0.5	-
6685	hundred	0.6	-
7755	thousand	0.7	-
1244402	toenail	0.8	-
1511162	pierce	0.9	-
479932	hack	0.1	-
471303	work	0.11	-
480525	uncover	0.13	-
955211	be knowledgeable	0.14	-
2234	human being	0.15	-
475820	fasten	0.16	-
496633	painful	0.17	-
7026	correct	0.18	-
6199	below	0.19	-
1098473	evil	0.2	-
1250941	sweat	0.21	-
1417428	snot	0.22	-
7679	marrow	0.23	-
370376	breath	0.24	-
1588	fungus	0.25	-
1511168	plantain	0.26	-
6249	juice	0.27	-
441	bug	0.29	-
3962	vermin	0.3	-
1031630	otter	0.31	-
412005	leech	0.32	-
3268	rodent	0.34	-
6683	joint	0.35	-
1243793	thorn	0.36	-
7262	score	0.39	-
479363	ascend	0.41	-
980418	descend	0.42	-
465364	emerge	0.43	-
1504545	frighten	0.44	-
1312191	itchy	0.45	-
476248	set free	0.46	-
853143	loosen	0.47	-
440073	place	0.48	-
