247	KEPT	THE TOUCAN	toucan	3.598	the toucan	Noun	Animals	0.50	0.75	0.87	15	-
248	KEPT	THE DOG	dog	3.61	the dog	Noun	Animals	0.16	0.88	0.96	50	-
249	KEPT	THE RABBIT	rabbit	3.614	the rabbit	Noun	Animals	0.44	0.90	0.95	40	-
250	KEPT	THE CAT	cat	3.62	the cat	Noun	Animals	0.34	0.80	0.94	55	-
251	KEPT	THE OPOSSUM	opossum	3.622	the opossum	Noun	Animals	0.48	0.78	0.87	22	-
252	SPLIT	THE MOUSE	mouse	3.63	the mouse or rat	Noun	Animals	0.18	0.82	0.93	64	-
253	SPLIT	THE RAT	rat	3.63	the mouse or rat	Noun	Animals	0.18	0.82	0.93	64	-
254	KEPT	THE FISH	fish	3.65	the fish	Noun	Animals	0.15	0.85	0.98	48	-
255	KEPT	THE FIN	fin	3.652	the fin	Noun	Animals	0.07	0.74	0.86	36	-
256	KEPT	THE SCALE	scale	3.653	the scale	Noun	Animals	0.21	0.86	0.90	38	-
